COUNTY,SITE,BEGDATE,DIR,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,TOTVOL,PEAKHR,PEAKVOL,TYPE,TRUCKS
"93","0010",3/28/2020,"N",39,17,15,13,8,23,78,179,246,328,387,532,538,554,573,529,500,466,386,348,230,167,116,75,6347,"15",573,"S",
"93","0010",3/28/2020,"S",31,16,15,10,6,31,72,152,241,322,425,495,588,597,519,515,485,479,429,356,234,176,82,66,6342,"14",597,"S",
"87","0031",3/28/2020,"E",51,25,20,27,57,197,384,525,482,549,576,686,756,881,945,877,777,790,780,633,460,431,271,127,11307,"15",945,"S",
"87","0031",3/28/2020,"W",108,53,36,18,36,93,196,342,347,470,562,717,793,849,950,993,959,844,779,731,564,464,332,222,11458,"16",993,"S",
"29","0037",3/28/2020,"E",13,16,13,6,19,29,60,80,102,118,163,146,164,131,169,152,143,129,129,96,75,49,33,28,2063,"15",169,"S",
"29","0037",3/28/2020,"W",20,10,15,4,11,36,62,69,71,81,137,145,169,215,175,170,149,157,148,108,110,57,52,33,2204,"14",215,"S",
"75","0038",3/28/2020,"E",34,31,29,41,64,134,262,362,503,658,742,832,901,771,843,801,747,673,609,524,371,276,196,88,10492,"13",901,"S",
"75","0038",3/28/2020,"W",48,36,23,39,29,105,205,319,423,536,677,815,916,897,902,874,792,755,642,570,454,313,212,93,10675,"13",916,"S",
"07","0039",3/28/2020,"E",27,27,26,25,38,86,154,199,307,361,376,412,463,424,414,411,375,395,287,237,159,141,78,58,5480,"13",463,"S",
"07","0039",3/28/2020,"W",35,32,32,37,47,134,216,231,259,326,423,406,439,424,397,428,347,317,268,235,231,146,93,46,5549,"13",439,"S",
"26","0043",3/28/2020,"N",15,14,8,10,8,19,37,64,99,123,171,206,241,209,196,184,175,159,132,101,104,68,31,21,2395,"13",241,"S",
"26","0043",3/28/2020,"S",12,15,7,14,19,28,96,109,130,165,216,234,180,185,196,181,179,125,147,99,79,60,43,18,2537,"12",234,"S",
"02","0044",3/28/2020,"N",56,24,18,23,46,109,214,329,425,496,674,677,678,672,593,555,521,437,313,285,204,118,98,52,7617,"13",678,"S",
"02","0044",3/28/2020,"S",37,28,24,26,33,48,107,138,217,264,378,433,474,490,506,512,458,495,374,290,220,137,91,60,5840,"16",512,"S",
"74","0047",3/28/2020,"N",40,17,16,25,23,48,64,125,134,203,229,265,258,220,214,194,176,198,190,154,101,87,60,45,3086,"12",265,"S",
"74","0047",3/28/2020,"S",36,15,10,21,31,50,77,86,129,161,195,200,243,240,241,184,218,209,167,160,117,90,64,38,2982,"13",243,"S",
"48","0048",3/28/2020,"E",10,5,3,8,11,30,73,91,103,130,161,146,181,199,186,165,173,167,126,127,86,60,49,27,2317,"14",199,"S",
"48","0048",3/28/2020,"W",9,9,11,7,11,37,45,80,85,135,148,168,162,190,152,161,181,127,133,86,75,38,22,20,2092,"14",190,"S",
"53","0050",3/28/2020,"N",41,22,24,25,36,54,86,138,168,216,292,333,286,270,236,247,212,179,144,128,96,62,41,44,3380,"12",333,"S",
"53","0050",3/28/2020,"S",46,30,32,41,49,73,153,148,172,185,261,268,312,290,270,259,236,214,189,149,95,72,55,41,3640,"13",312,"S",
"60","0051",3/28/2020,"N",11,4,7,10,13,39,30,53,72,87,130,124,121,104,96,93,91,88,69,71,39,28,21,12,1413,"11",130,"S",
"60","0051",3/28/2020,"S",11,9,3,7,27,26,39,51,72,70,95,131,107,88,107,87,98,94,60,51,27,30,14,11,1315,"12",131,"S",
"50","0054",3/28/2020,"N",11,16,11,12,20,34,45,61,75,120,148,197,210,182,164,180,183,181,146,156,98,33,23,22,2328,"13",210,"S",
"50","0054",3/28/2020,"S",7,13,6,12,13,58,88,105,88,118,139,185,168,206,150,171,147,143,148,126,121,41,22,17,2292,"14",206,"S",
"49","0060",3/28/2020,"E",5,0,1,1,5,8,22,36,42,56,90,93,107,118,102,107,117,110,103,73,34,33,9,4,1276,"14",118,"S",
"49","0060",3/28/2020,"W",1,3,5,1,4,24,26,39,63,86,128,128,148,109,98,101,91,77,67,42,31,9,5,7,1293,"13",148,"S",
"72","0062",3/28/2020,"E",90,57,38,28,36,59,188,381,541,717,852,1013,1020,1003,835,874,779,802,755,632,416,270,202,124,11712,"13",1020,"S",
"72","0062",3/28/2020,"W",75,56,49,30,28,69,115,255,421,629,845,960,971,910,858,827,789,803,791,683,533,314,227,164,11402,"13",971,"S",
"92","0065",3/28/2020,"E",19,19,19,17,30,73,138,117,164,190,210,219,224,248,230,199,202,158,175,122,111,73,56,26,3039,"14",248,"S",
"92","0065",3/28/2020,"W",30,17,16,16,24,36,74,129,98,152,185,215,231,205,222,211,219,209,205,188,134,86,55,52,3009,"13",231,"S",
"15","0066",3/28/2020,"N",25,21,16,13,8,33,54,128,214,275,341,420,442,483,440,465,433,376,335,282,254,133,76,48,5315,"14",483,"S",
"15","0066",3/28/2020,"S",20,14,8,5,6,12,59,105,175,261,334,406,477,470,513,482,424,354,346,299,182,100,67,36,5155,"15",513,"S",
"04","0068",3/28/2020,"E",15,11,7,5,22,24,33,54,71,73,98,109,116,116,129,107,105,74,78,52,45,26,18,17,1405,"15",129,"S",
"04","0068",3/28/2020,"W",11,9,12,19,16,33,83,69,60,86,78,100,108,114,85,98,90,71,87,76,60,43,29,12,1449,"14",114,"S",
"14","0079",3/28/2020,"N",50,44,35,37,59,102,141,174,250,269,332,455,493,458,432,422,407,352,237,350,236,173,141,83,5732,"13",493,"S",
"14","0079",3/28/2020,"S",45,50,21,41,59,84,151,180,241,298,388,436,418,416,411,390,381,360,313,283,285,174,121,64,5610,"12",436,"S",
"10","0080",3/28/2020,"E",21,16,14,12,15,32,66,122,124,188,257,336,317,338,265,291,299,260,234,188,186,121,58,37,3797,"14",338,"S",
"10","0080",3/28/2020,"W",19,14,8,10,23,67,141,146,190,227,269,317,307,328,313,271,282,244,246,213,189,127,66,28,4045,"14",328,"S",
"15","0086",3/28/2020,"E",57,34,24,27,26,78,117,182,251,330,379,464,491,583,527,518,556,480,452,388,283,199,125,105,6676,"14",583,"S",
"15","0086",3/28/2020,"W",52,22,27,16,24,76,151,234,263,370,441,529,623,600,562,550,501,451,411,363,280,149,138,82,6915,"13",623,"S",
"93","0087",3/28/2020,"E",9,5,3,6,15,23,88,183,269,258,297,323,326,305,365,282,256,273,241,178,80,25,32,13,3855,"15",365,"S",
"93","0087",3/28/2020,"W",18,4,6,1,8,19,38,90,194,182,267,368,434,423,469,495,421,352,343,309,237,74,40,34,4826,"16",495,"S",
"03","0094",3/28/2020,"E",54,40,18,23,34,47,157,293,423,563,795,953,1036,1020,993,899,847,762,626,522,411,253,177,133,11079,"13",1036,"S",
"03","0094",3/28/2020,"W",53,33,33,35,58,155,336,464,611,745,905,980,1033,993,958,906,757,758,576,483,364,237,158,94,11725,"13",1033,"S",
"87","0096",3/28/2020,"N",137,74,36,64,65,141,319,293,328,352,382,482,545,567,592,543,560,492,472,433,404,365,223,144,8013,"15",592,"S",
"87","0096",3/28/2020,"S",104,64,35,45,58,143,199,203,255,358,440,456,495,510,534,505,457,496,438,377,383,262,175,133,7125,"15",534,"S",
"93","0101",3/28/2020,"E",169,111,52,87,136,248,488,776,1019,1305,1485,1645,1713,1708,1660,1515,1470,1372,1120,946,754,504,377,260,20920,"13",1713,"S",
"93","0101",3/28/2020,"W",194,134,90,83,112,240,483,769,967,1209,1454,1577,1652,1701,1737,1610,1596,1409,1272,970,785,534,389,287,21254,"15",1737,"S",
"77","0102",3/28/2020,"N",93,75,47,49,44,82,177,300,456,687,859,1073,1142,1138,1112,1026,1015,958,864,817,642,351,261,158,13426,"13",1142,"S",
"77","0102",3/28/2020,"S",95,67,46,68,67,131,240,366,539,689,931,1052,1093,1083,1097,1002,953,892,859,763,520,358,244,134,13289,"15",1097,"S",
"75","0104",3/28/2020,"E",48,16,24,20,33,128,226,222,272,395,517,553,658,677,629,570,562,565,415,353,298,199,116,81,7577,"14",677,"S",
"75","0104",3/28/2020,"W",49,31,22,20,29,87,149,203,271,322,452,504,554,532,513,587,562,493,448,386,378,225,150,87,7054,"16",587,"S",
"76","0105",3/28/2020,"N",42,25,19,38,57,136,234,307,394,481,578,591,593,525,491,431,438,396,357,270,236,167,107,89,7002,"13",593,"S",
"76","0105",3/28/2020,"S",63,40,31,21,28,47,130,151,205,352,547,558,603,617,586,541,547,484,420,328,311,209,136,102,7057,"14",617,"S",
