COUNTY,SITE,BEGDATE,DIR,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,TOTVOL,PEAKHR,PEAKVOL,TYPE,TRUCKS
93,0010,04/08/2020,N,30,10,12,9,11,27,125,358,494,439,503,576,650,644,596,597,670,585,431,330,215,127,101,62,7602,17,670,,
93,0010,04/08/2020,S,28,15,7,8,16,48,164,374,495,463,465,549,635,628,583,626,550,559,407,310,216,140,87,50,7423,13,635,,
87,0031,04/08/2020,E,75,41,31,29,83,357,936,1240,1143,974,842,859,837,857,916,858,832,857,731,589,454,347,282,142,14312,08,1240,,
87,0031,04/08/2020,W,92,53,38,26,42,132,296,548,635,686,813,818,919,985,1300,1369,1503,1171,876,703,536,453,311,209,14514,17,1503,,
29,0037,04/08/2020,E,8,1,14,12,31,78,113,209,181,167,146,148,157,166,173,177,167,188,120,106,58,31,20,14,2485,08,209,,
29,0037,04/08/2020,W,10,10,10,13,16,42,110,128,128,136,143,167,177,168,190,212,201,239,205,114,77,37,23,26,2582,18,239,,
75,0038,04/08/2020,E,38,22,36,50,136,385,732,951,856,804,765,919,1023,892,868,1020,965,985,753,587,347,227,157,80,13598,13,1023,,
75,0038,04/08/2020,W,47,38,28,39,62,213,478,695,594,704,765,869,1019,1016,1007,1141,1315,1265,838,678,497,311,231,111,13961,17,1315,,
07,0039,04/08/2020,E,28,20,15,41,71,164,359,452,389,360,379,401,397,401,393,477,630,629,372,191,144,74,41,35,6463,17,630,,
07,0039,04/08/2020,W,25,16,9,35,112,382,549,541,342,345,353,361,372,411,408,408,450,515,308,178,153,82,65,34,6454,07,549,,
26,0043,04/08/2020,N,18,11,13,8,21,29,61,100,88,121,151,176,210,211,222,286,334,322,201,133,72,67,33,27,2915,17,334,,
26,0043,04/08/2020,S,10,8,7,13,49,87,293,336,254,160,170,196,178,180,167,199,172,126,136,84,67,28,23,28,2971,08,336,,
02,0044,04/08/2020,N,23,23,17,28,59,132,326,511,533,484,540,569,548,559,554,603,524,474,350,228,161,90,68,42,7446,16,603,,
02,0044,04/08/2020,S,23,20,27,29,47,123,219,289,308,347,361,400,395,415,449,468,464,514,297,198,161,79,52,36,5721,18,514,,
74,0047,04/08/2020,N,24,14,18,16,29,79,92,151,133,144,180,198,207,230,180,230,244,231,201,148,97,63,39,39,2987,17,244,,
74,0047,04/08/2020,S,28,14,18,39,65,125,212,190,152,158,177,171,213,175,207,218,227,179,146,118,87,55,47,28,3049,17,227,,
48,0048,04/08/2020,E,10,7,10,11,30,124,250,211,169,166,145,168,193,162,182,186,178,213,138,111,76,39,38,16,2833,07,250,,
48,0048,04/08/2020,W,11,8,4,9,21,42,99,91,107,92,106,122,140,139,163,214,246,192,138,71,62,30,11,22,2140,17,246,,
53,0050,04/08/2020,N,28,27,24,29,42,88,119,165,149,194,182,190,221,213,211,260,235,208,168,113,79,52,41,41,3079,16,260,,
53,0050,04/08/2020,S,32,18,33,44,83,134,250,273,208,211,245,209,234,254,247,231,208,227,160,122,84,66,63,34,3670,08,273,,
60,0051,04/08/2020,N,6,4,4,5,12,30,31,45,44,53,60,54,87,76,94,107,177,139,74,53,28,18,16,16,1233,17,177,,
60,0051,04/08/2020,S,7,4,5,7,23,89,146,120,84,64,62,74,76,56,86,64,84,56,51,29,22,16,11,3,1239,07,146,,
50,0054,04/08/2020,N,21,13,8,10,21,42,62,93,122,110,140,141,166,145,155,192,256,309,170,122,66,40,17,25,2446,18,309,,
50,0054,04/08/2020,S,7,4,5,25,30,84,239,251,141,119,136,146,134,138,132,133,142,151,106,68,58,34,30,22,2335,08,251,,
49,0060,04/08/2020,E,0,3,2,2,12,10,39,40,55,73,72,85,89,81,74,95,93,80,52,31,22,10,5,7,1032,16,95,,
49,0060,04/08/2020,W,3,3,3,2,5,30,51,82,85,79,80,65,69,78,63,68,63,71,58,22,17,5,6,6,1014,09,85,,
72,0062,04/08/2020,E,35,29,19,15,28,93,404,634,714,721,689,851,901,871,847,908,920,909,704,528,323,198,127,67,11535,17,920,,
72,0062,04/08/2020,W,43,30,23,23,31,107,335,559,582,634,656,754,885,851,796,894,960,908,678,605,364,203,121,86,11128,17,960,,
92,0065,04/08/2020,E,17,17,28,23,47,148,387,348,239,209,212,228,256,222,234,235,254,214,180,115,105,40,43,24,3825,07,387,,
92,0065,04/08/2020,W,27,17,13,23,41,133,231,212,192,175,173,190,219,204,268,293,378,375,232,142,126,69,36,33,3802,17,378,,
15,0066,04/08/2020,N,21,11,7,12,16,41,92,190,287,289,359,358,410,393,392,427,453,350,283,255,190,104,65,27,5032,17,453,,
15,0066,04/08/2020,S,8,8,10,10,9,27,103,202,255,276,317,335,394,368,359,414,328,372,318,250,151,89,44,22,4669,16,414,,
04,0068,04/08/2020,E,11,3,7,12,25,44,102,117,125,121,120,115,123,143,106,158,166,200,119,67,37,23,23,19,1986,18,200,,
04,0068,04/08/2020,W,7,6,7,16,46,119,226,170,142,112,137,137,131,135,144,137,109,100,63,59,34,17,25,9,2088,07,226,,
14,0079,04/08/2020,N,42,25,33,47,104,186,262,267,283,295,312,374,459,431,491,514,554,622,366,274,218,124,80,55,6418,18,622,,
14,0079,04/08/2020,S,32,21,39,75,107,221,390,452,390,349,350,366,402,372,415,440,469,417,337,263,170,94,78,42,6291,17,469,,
10,0080,04/08/2020,E,30,18,23,22,39,101,240,265,216,253,299,302,322,356,312,367,431,448,346,256,167,124,67,49,5053,18,448,,
10,0080,04/08/2020,W,30,24,18,26,51,218,441,336,278,288,315,324,365,387,319,375,403,390,272,208,174,99,59,34,5434,07,441,,
15,0086,04/08/2020,E,36,33,25,37,41,168,535,616,547,476,439,482,518,519,592,659,667,664,473,373,264,157,114,83,8518,17,667,,
15,0086,04/08/2020,W,38,16,25,22,50,166,414,649,577,491,478,486,563,551,655,741,813,716,473,316,204,148,118,58,8768,17,813,,
93,0087,04/08/2020,E,4,5,4,5,9,37,153,461,611,479,420,405,427,399,371,321,263,256,227,145,77,33,20,11,5143,09,611,,
93,0087,04/08/2020,W,10,5,2,2,6,19,53,150,249,326,359,439,502,505,548,684,660,468,300,300,210,80,38,22,5937,16,684,,
03,0094,04/08/2020,E,40,19,21,23,27,76,248,555,647,696,842,917,1008,943,984,1143,1205,1093,689,484,340,201,145,117,12463,17,1205,,
03,0094,04/08/2020,W,30,21,22,30,88,261,794,1133,899,912,974,949,1038,1023,927,951,846,680,564,407,272,182,108,70,13181,08,1133,,
87,0096,04/08/2020,N,106,65,32,72,156,336,606,652,559,513,526,548,608,601,713,773,737,742,606,464,391,278,239,156,10479,16,773,,
87,0096,04/08/2020,S,74,43,37,44,96,211,501,502,445,462,465,549,525,551,650,714,765,756,493,400,321,248,184,137,9173,17,765,,
93,0101,04/08/2020,E,94,55,45,97,180,570,1372,1791,1668,1311,1468,1489,1571,1543,1628,1675,1744,1516,1179,748,583,339,252,135,23053,08,1791,,
93,0101,04/08/2020,W,118,75,71,85,152,403,1001,1333,1329,1315,1358,1457,1574,1562,1645,1902,2102,2140,1395,987,661,366,281,206,23518,18,2140,,
77,0102,04/08/2020,N,64,35,27,33,50,164,321,542,546,662,727,872,982,1001,982,1014,1076,1103,862,733,504,270,171,116,12857,18,1103,,
77,0102,04/08/2020,S,45,30,28,46,78,257,600,745,755,761,801,826,986,981,878,915,940,993,791,582,405,281,162,95,12981,18,993,,
75,0104,04/08/2020,E,29,27,20,24,67,266,598,543,411,440,470,526,570,541,654,705,729,753,475,372,220,162,135,67,8804,18,753,,
75,0104,04/08/2020,W,43,19,25,27,70,301,488,477,434,404,448,478,568,501,537,675,653,784,478,349,291,186,123,64,8423,18,784,,
76,0105,04/08/2020,N,22,13,14,46,102,328,646,668,527,511,521,529,514,478,485,475,457,410,277,226,170,120,80,34,7653,08,668,,
76,0105,04/08/2020,S,27,29,27,18,49,87,193,276,299,349,422,476,505,561,555,614,716,895,555,315,293,169,77,67,7574,18,895,,
87,0108,04/08/2020,E,61,38,41,35,97,484,1601,2115,1932,1329,1160,1096,1143,1199,1239,1133,1100,1131,1020,650,427,336,339,165,19871,08,2115,,
87,0108,04/08/2020,W,127,74,34,36,53,178,557,952,987,1014,1055,1196,1293,1369,1648,2099,2134,1604,1008,833,629,424,333,294,19931,17,2134,,
32,0112,04/08/2020,N,248,202,210,194,199,253,379,461,541,641,777,795,803,819,768,735,766,635,573,455,445,311,313,273,11796,14,819,,
32,0112,04/08/2020,S,194,203,239,265,315,265,397,401,435,481,519,511,572,592,683,708,722,706,611,505,419,407,324,314,10788,17,722,,
70,0113,04/08/2020,E,45,31,33,38,69,166,425,750,931,975,982,1023,1125,1036,1036,1076,1076,998,721,542,356,194,140,86,13854,13,1125,,
70,0113,04/08/2020,W,58,36,33,27,70,158,488,797,771,838,980,1140,1171,1243,1147,1356,1224,1227,798,644,506,300,209,133,15354,16,1356,,
70,0114,04/08/2020,N,22,21,12,24,55,133,378,508,418,336,414,385,404,449,422,446,619,451,253,180,136,88,57,40,6251,17,619,,
70,0114,04/08/2020,S,24,13,15,26,63,148,435,432,356,293,348,403,442,380,446,516,561,547,320,196,138,86,46,37,6271,17,561,,
34,0116,04/08/2020,N,22,15,14,17,29,63,110,144,213,212,313,326,355,362,370,351,403,391,284,177,145,67,41,35,4459,17,403,,
34,0116,04/08/2020,S,16,17,12,38,37,77,177,295,257,271,326,313,327,302,353,308,282,295,207,145,98,66,41,23,4283,15,353,,
53,0117,04/08/2020,E,11,12,5,15,30,89,227,312,317,405,468,551,487,478,442,504,401,397,263,206,137,74,57,58,5946,12,551,,
53,0117,04/08/2020,W,12,11,10,9,37,98,278,340,388,435,438,553,517,487,483,521,470,379,300,194,125,68,61,29,6243,12,553,,
57,0122,04/08/2020,E,27,11,20,33,78,162,262,437,330,329,323,389,402,392,414,436,443,388,271,161,121,84,57,45,5615,17,443,,
57,0122,04/08/2020,W,29,21,16,24,29,158,241,234,264,301,347,356,405,440,409,498,465,534,295,200,133,100,60,49,5608,18,534,,
75,0130,04/08/2020,E,213,147,195,247,450,1407,2596,2565,2124,1799,1777,1808,1953,1957,1984,2398,2220,2139,1692,1042,849,651,524,370,33107,07,2596,,
75,0130,04/08/2020,W,247,181,184,254,430,992,2208,2168,1859,1663,1615,1770,1969,1994,2165,2630,2802,2707,1933,1401,1033,770,694,380,34049,17,2802,,
79,0133,04/08/2020,N,119,113,91,110,164,317,693,958,906,758,869,812,820,816,846,825,893,865,607,413,325,226,184,145,12875,08,958,,
79,0133,04/08/2020,S,122,96,108,96,144,330,504,675,629,655,666,677,782,724,787,901,1035,931,664,496,369,259,219,171,12040,17,1035,,
70,0134,04/08/2020,N,160,104,85,113,158,352,753,714,705,667,664,708,673,680,795,803,811,749,610,423,344,254,225,151,11701,17,811,,
70,0134,04/08/2020,S,145,107,132,137,192,303,500,714,625,574,612,639,598,636,654,746,850,809,628,462,327,265,190,166,11011,17,850,,
87,0137,04/08/2020,E,369,237,261,269,591,1732,3284,3545,3299,2753,2777,2800,2900,3086,3220,3612,3520,3252,2419,1838,1499,1195,987,671,50116,16,3612,,
87,0137,04/08/2020,W,321,216,226,373,762,1877,3009,3043,2826,2513,2530,2830,3148,3197,3390,3900,3799,3663,2518,1902,1554,1171,888,550,50206,16,3900,,
88,0139,04/08/2020,E,9,24,19,20,42,75,129,126,104,112,134,135,121,126,141,112,134,130,109,87,47,36,32,28,2032,15,141,,
88,0139,04/08/2020,W,23,10,15,13,29,84,149,113,145,103,111,128,139,151,137,109,149,131,133,60,51,25,23,23,2054,14,151,,
