COUNTY,SITE,BEGDATE,DIR,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,TOTVOL,PEAKHR,PEAKVOL,TYPE,TRUCKS
93,0010,05/27/2020,N,58,27,20,12,16,44,140,496,683,713,824,871,988,988,957,1002,963,1019,727,540,400,273,178,127,12066,18,1019,,
93,0010,05/27/2020,S,42,27,18,17,32,77,260,527,806,758,736,838,896,917,873,885,863,847,630,458,399,263,199,108,11476,14,917,,
87,0031,05/27/2020,E,171,96,83,70,126,388,1259,1747,1857,1664,1517,1433,1446,1544,1596,1336,1406,1532,1383,1225,1043,804,708,427,24861,09,1857,,
87,0031,05/27/2020,W,226,114,90,59,74,174,419,833,1062,1173,1307,1280,1362,1696,1879,2241,2274,1730,1527,1265,1086,974,773,659,24277,17,2274,,
29,0037,05/27/2020,E,14,5,20,20,28,98,174,280,273,244,267,201,235,242,234,246,223,221,164,119,69,64,35,27,3503,08,280,,
29,0037,05/27/2020,W,12,13,15,13,22,51,110,167,163,168,198,234,263,243,290,277,318,362,251,161,101,73,59,39,3603,18,362,,
75,0038,05/27/2020,E,92,45,51,72,177,490,935,1230,1189,1197,1250,1298,1322,1281,1297,1315,1321,1326,956,751,519,348,266,158,18886,18,1326,,
75,0038,05/27/2020,W,119,69,71,67,106,260,651,845,912,935,1105,1118,1327,1352,1404,1574,1739,1735,1312,934,807,553,367,245,19607,17,1739,,
07,0039,05/27/2020,E,25,28,32,62,93,212,439,524,518,494,500,522,559,510,506,544,757,759,567,318,238,152,82,42,8483,18,759,,
07,0039,05/27/2020,W,39,30,18,28,122,447,699,644,480,465,532,514,517,503,484,539,560,640,387,292,270,188,114,51,8563,07,699,,
26,0043,05/27/2020,N,15,15,11,9,15,40,70,121,112,136,161,209,239,193,244,332,381,472,276,187,163,109,63,38,3611,18,472,,
26,0043,05/27/2020,S,18,6,10,10,42,110,320,425,340,242,224,194,215,197,185,177,215,212,167,106,94,42,40,29,3620,08,425,,
02,0044,05/27/2020,N,37,30,35,38,69,166,497,655,725,733,791,781,764,791,790,734,702,646,515,367,261,160,129,71,10487,11,791,,
