COUNTY,SITE,BEGDATE,DIR,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,TOTVOL,PEAKHR,PEAKVOL,TYPE,TRUCKS
93,0010,04/27/2020,N,42,16,20,7,11,28,117,381,493,530,530,630,698,721,765,735,714,694,484,331,263,176,104,78,8568,15,765,,
93,0010,04/27/2020,S,31,17,14,13,15,43,180,395,537,529,507,594,676,732,725,670,632,626,493,380,256,176,96,60,8397,14,732,,
87,0031,04/27/2020,E,90,54,43,68,75,367,942,1233,1222,1133,942,974,1006,1023,1056,1019,1049,1118,940,761,641,510,352,192,16810,08,1233,,
87,0031,04/27/2020,W,143,68,52,50,54,155,326,624,798,784,915,968,1106,1256,1375,1718,1649,1407,1081,899,802,585,375,272,17462,16,1718,,
29,0037,04/27/2020,E,19,10,8,17,33,83,133,208,199,183,174,209,188,208,173,214,235,215,143,94,64,37,34,17,2898,17,235,,
29,0037,04/27/2020,W,23,8,10,9,17,37,105,147,138,122,172,212,217,233,237,246,261,293,212,153,88,58,35,34,3067,18,293,,
75,0038,04/27/2020,E,55,48,42,51,152,389,807,1056,942,918,823,903,1023,1035,994,1204,1217,1063,861,642,464,266,184,100,15239,17,1217,,
75,0038,04/27/2020,W,68,45,36,40,67,207,545,721,697,723,867,941,1087,1078,1207,1350,1468,1365,1069,721,552,396,231,141,15622,17,1468,,
07,0039,04/27/2020,E,22,14,21,73,118,225,414,427,448,446,442,427,459,470,453,526,654,739,477,298,159,106,63,45,7526,18,739,,
07,0039,04/27/2020,W,27,25,11,40,121,458,655,593,443,446,383,434,449,467,453,484,483,626,386,254,179,108,63,43,7631,07,655,,
26,0043,04/27/2020,N,12,11,9,6,9,41,52,103,102,128,146,169,202,230,229,320,362,385,212,143,128,66,45,33,3143,18,385,,
26,0043,04/27/2020,S,12,6,7,14,35,86,280,376,248,227,198,198,220,213,205,188,188,149,148,96,75,53,33,26,3281,08,376,,
02,0044,04/27/2020,N,47,22,26,32,55,149,372,598,601,619,640,676,647,653,683,618,614,580,389,266,231,115,75,42,8750,15,683,,
02,0044,04/27/2020,S,28,20,19,33,73,132,228,347,370,377,453,463,515,534,527,520,521,627,385,247,194,106,66,48,6833,18,627,,
74,0047,04/27/2020,N,26,20,14,15,36,84,113,172,169,200,186,226,309,239,229,262,283,298,265,168,118,83,55,42,3612,13,309,,
74,0047,04/27/2020,S,27,22,18,34,73,150,242,229,209,216,191,236,257,232,274,286,260,252,223,136,106,89,60,37,3859,16,286,,
48,0048,04/27/2020,E,12,13,10,10,38,121,251,261,191,209,183,198,223,227,217,196,268,219,125,121,67,52,37,14,3263,17,268,,
48,0048,04/27/2020,W,11,4,10,4,25,47,117,115,112,122,139,137,169,145,174,208,293,247,124,104,63,37,31,16,2454,17,293,,
53,0050,04/27/2020,N,28,23,17,26,34,84,151,198,201,221,276,286,290,276,284,311,332,286,190,158,98,77,58,56,3961,17,332,,
53,0050,04/27/2020,S,28,26,38,51,100,173,267,254,252,278,257,295,327,329,307,308,316,344,198,181,120,86,76,56,4667,18,344,,
60,0051,04/27/2020,N,7,3,4,6,14,23,58,61,73,65,91,89,107,94,120,131,193,151,102,60,47,31,25,14,1569,17,193,,
60,0051,04/27/2020,S,2,5,4,8,31,104,152,139,106,107,65,93,104,92,95,98,97,90,69,47,28,26,10,11,1583,07,152,,
50,0054,04/27/2020,N,12,9,12,10,21,41,69,91,93,105,132,140,155,185,178,222,272,289,202,143,105,39,30,30,2585,18,289,,
50,0054,04/27/2020,S,9,11,18,19,34,91,236,248,150,145,148,158,152,143,161,163,171,175,138,114,79,48,31,15,2657,08,248,,
49,0060,04/27/2020,E,4,2,1,4,16,11,41,56,78,81,84,97,90,81,92,94,101,91,64,42,21,19,9,2,1181,17,101,,
49,0060,04/27/2020,W,4,2,5,3,8,22,65,84,72,75,79,78,86,87,103,82,91,81,55,41,23,18,5,7,1176,15,103,,
72,0062,04/27/2020,E,42,52,35,14,29,102,432,740,825,803,866,961,1043,1014,982,1013,1152,1227,947,671,414,219,138,95,13816,18,1227,,
