COUNTY,SITE,BEGDATE,DIR,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,TOTVOL,PEAKHR,PEAKVOL,TYPE,TRUCKS
93,0010,05/05/2020,N,43,19,13,5,17,35,154,396,526,569,654,705,736,759,801,774,806,790,590,429,321,235,138,80,9595,17,806,,
93,0010,05/05/2020,S,143,131,125,149,142,141,216,323,408,355,400,410,479,455,476,440,413,449,370,278,203,186,188,148,7028,13,479,,
87,0031,05/05/2020,E,121,68,54,48,112,374,1145,1487,1375,1172,1104,1071,1132,1192,1168,1147,1170,1186,1071,893,744,535,461,251,19081,08,1487,,
87,0031,05/05/2020,W,176,90,56,42,83,135,396,663,808,901,997,1135,1261,1377,1534,1799,1883,1489,1180,1078,898,716,482,360,19539,17,1883,,
29,0037,05/05/2020,E,13,5,15,26,41,94,141,261,222,194,193,236,224,212,178,214,242,215,153,95,78,50,35,17,3154,08,261,,
29,0037,05/05/2020,W,21,8,15,15,26,54,100,173,138,164,215,200,225,216,261,297,274,296,209,152,113,78,51,33,3334,16,297,,
75,0038,05/05/2020,E,60,38,45,68,160,393,875,1110,1068,954,1034,1229,1165,1166,1195,1274,1181,1187,915,737,510,350,238,127,17079,16,1274,,
75,0038,05/05/2020,W,97,55,42,59,74,242,589,788,775,792,916,1134,1240,1212,1287,1386,1556,1561,1196,848,683,428,283,193,17436,18,1561,,
07,0039,05/05/2020,E,24,17,22,55,101,212,430,471,459,437,440,432,463,442,472,580,684,809,474,290,181,118,70,36,7719,18,809,,
07,0039,05/05/2020,W,38,15,17,36,123,500,628,599,456,378,441,416,499,436,475,506,534,580,368,259,220,88,67,56,7735,07,628,,
26,0043,05/05/2020,N,18,15,12,7,8,35,66,125,135,137,170,194,243,227,241,305,420,446,235,166,114,75,55,29,3478,18,446,,
26,0043,05/05/2020,S,13,7,12,20,38,80,334,407,288,240,245,207,233,209,219,189,244,171,138,105,93,48,46,17,3603,08,407,,
02,0044,05/05/2020,N,40,22,31,34,66,161,384,640,683,676,698,712,797,687,679,705,664,640,445,317,230,127,100,77,9615,13,797,,
02,0044,05/05/2020,S,30,24,22,35,69,155,247,358,365,445,525,487,611,552,587,578,605,651,427,244,225,117,75,80,7514,18,651,,
74,0047,05/05/2020,N,31,28,26,25,37,84,119,203,175,211,235,256,279,238,263,304,317,330,339,201,137,94,65,61,4058,19,339,,
74,0047,05/05/2020,S,33,14,32,39,78,175,233,247,229,206,277,291,281,264,270,283,295,269,202,168,140,84,56,49,4215,17,295,,
48,0048,05/05/2020,E,12,7,4,11,35,119,246,239,197,198,176,182,223,211,231,254,275,249,150,120,112,74,30,14,3369,17,275,,
48,0048,05/05/2020,W,15,7,3,11,33,57,125,131,108,122,149,146,176,171,165,216,302,242,166,91,69,58,33,17,2613,17,302,,
53,0050,05/05/2020,N,44,33,27,35,38,89,145,233,217,298,322,343,306,338,331,337,356,300,244,170,127,88,82,42,4545,17,356,,
53,0050,05/05/2020,S,42,47,39,60,91,144,290,313,315,341,367,377,405,443,417,386,410,357,291,188,202,133,112,63,5833,14,443,,
60,0051,05/05/2020,N,8,5,10,5,15,33,58,50,59,86,93,124,118,110,147,149,196,171,90,60,49,24,23,20,1703,17,196,,
60,0051,05/05/2020,S,12,10,14,14,33,120,154,164,106,115,112,88,112,117,86,109,101,78,65,50,34,28,7,13,1742,08,164,,
50,0054,05/05/2020,N,22,9,28,18,20,34,64,106,134,115,179,171,162,175,199,249,264,311,205,159,111,62,40,41,2878,18,311,,
50,0054,05/05/2020,S,16,16,11,17,45,74,266,264,149,141,143,153,201,160,186,173,202,185,144,112,90,56,47,31,2882,07,266,,
49,0060,05/05/2020,E,4,3,3,2,12,13,56,77,70,97,96,111,102,121,112,117,109,124,81,47,40,35,18,7,1457,18,124,,
49,0060,05/05/2020,W,5,4,3,4,9,34,67,103,109,92,95,100,106,101,106,99,91,100,71,51,31,22,10,8,1421,09,109,,
72,0062,05/05/2020,E,68,33,36,25,42,121,486,825,940,975,1027,1178,1321,1223,1230,1289,1302,1471,1219,833,525,334,227,146,16876,18,1471,,
72,0062,05/05/2020,W,79,48,26,27,33,138,412,710,730,759,907,1116,1246,1183,1219,1294,1315,1313,1123,986,827,529,320,222,16562,17,1315,,
92,0065,05/05/2020,E,37,22,33,28,69,171,404,351,306,300,330,305,303,292,304,288,339,271,213,117,102,91,66,40,4782,07,404,,
92,0065,05/05/2020,W,33,32,24,29,48,147,244,236,210,235,207,245,276,290,260,365,407,471,345,236,186,144,72,33,4775,18,471,,
15,0066,05/05/2020,N,33,12,11,5,16,22,109,222,294,350,437,503,502,431,534,594,568,504,383,346,356,148,93,61,6534,16,594,,
15,0066,05/05/2020,S,23,13,7,9,12,29,128,281,363,404,469,523,606,547,611,560,531,541,460,422,254,145,101,57,7096,15,611,,
04,0068,05/05/2020,E,13,9,11,9,11,55,84,112,116,110,101,114,145,124,121,192,231,235,171,109,84,46,33,20,2256,18,235,,
04,0068,05/05/2020,W,12,7,6,13,42,123,283,244,160,135,149,140,132,155,136,113,167,112,79,61,53,32,28,9,2391,07,283,,
14,0079,05/05/2020,N,48,46,34,44,120,195,318,345,314,347,381,442,476,467,505,570,667,676,474,297,273,180,121,75,7415,18,676,,
14,0079,05/05/2020,S,56,33,28,52,110,251,422,505,496,396,421,451,479,447,429,480,528,510,348,290,209,136,97,52,7226,17,528,,
10,0080,05/05/2020,E,29,21,15,20,36,123,270,267,264,277,302,342,362,380,393,454,518,521,392,276,215,151,97,58,5783,18,521,,
10,0080,05/05/2020,W,31,15,23,39,66,244,450,367,332,313,332,368,398,394,457,469,390,434,299,254,197,132,81,49,6134,16,469,,
15,0086,05/05/2020,E,57,34,30,40,67,226,645,732,674,629,502,595,648,665,674,808,815,914,648,489,357,251,170,103,10773,18,914,,
15,0086,05/05/2020,W,59,34,25,31,47,207,505,672,710,645,627,646,693,772,867,913,978,898,616,395,342,206,177,105,11170,17,978,,
