COUNTY,SITE,BEGDATE,DIR,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,TOTVOL,PEAKHR,PEAKVOL,TYPE,TRUCKS
93,0010,05/06/2020,N,64,25,21,9,18,33,142,420,562,609,618,680,786,763,722,738,773,770,559,439,331,189,132,76,9479,13,786,,
93,0010,05/06/2020,S,138,116,134,143,149,151,213,348,389,369,378,406,434,478,433,459,457,401,351,308,233,185,136,158,6967,14,478,,
87,0031,05/06/2020,E,131,91,52,72,107,379,1161,1470,1407,1185,1201,1127,1142,1120,1166,1160,1163,1207,1083,833,757,612,407,244,19277,08,1470,,
87,0031,05/06/2020,W,178,92,65,42,74,155,365,747,840,924,1014,1137,1351,1397,1572,1757,1845,1492,1130,1004,852,706,490,344,19573,17,1845,,
29,0037,05/06/2020,E,9,9,11,17,27,95,142,237,229,212,190,209,227,193,204,189,212,247,147,106,81,54,33,28,3108,18,247,,
29,0037,05/06/2020,W,23,13,20,7,24,41,112,164,139,142,186,199,219,235,252,264,289,313,198,141,108,81,50,43,3263,18,313,,
75,0038,05/06/2020,E,58,60,40,63,165,406,843,1096,1152,988,1065,1082,1236,1163,1262,1229,1296,1240,911,660,503,326,205,125,17174,17,1296,,
75,0038,05/06/2020,W,97,57,36,60,81,232,583,790,750,830,951,1047,1266,1213,1384,1429,1615,1708,1153,808,665,422,268,212,17657,18,1708,,
07,0039,05/06/2020,E,30,24,16,41,98,204,407,480,471,392,436,405,465,449,485,564,704,801,501,316,198,111,73,34,7705,18,801,,
07,0039,05/06/2020,W,28,23,24,41,122,432,663,650,434,406,435,484,503,443,481,458,545,599,375,223,194,129,75,44,7811,07,663,,
26,0043,05/06/2020,N,15,11,11,11,12,47,70,110,118,153,146,194,212,200,262,322,370,430,236,189,143,92,48,36,3438,18,430,,
26,0043,05/06/2020,S,9,6,9,15,41,93,330,382,307,209,192,174,203,217,196,184,201,167,163,130,91,50,36,28,3433,08,382,,
02,0044,05/06/2020,N,38,26,16,27,50,170,391,627,651,653,717,747,735,705,692,698,654,623,484,301,205,119,107,68,9504,12,747,,
02,0044,05/06/2020,S,32,31,13,33,61,142,254,352,406,432,476,488,581,551,574,599,676,646,429,282,211,141,88,61,7559,17,676,,
74,0047,05/06/2020,N,20,36,20,25,35,82,113,202,190,205,262,266,257,254,258,296,328,339,306,199,131,107,62,56,4049,18,339,,
74,0047,05/06/2020,S,42,29,23,46,69,168,229,217,218,231,245,249,291,300,241,284,308,255,210,164,135,120,63,48,4185,17,308,,
48,0048,05/06/2020,E,11,4,11,14,34,123,245,273,190,206,192,239,191,224,241,261,285,240,188,144,96,93,53,30,3588,17,285,,
48,0048,05/06/2020,W,15,9,8,12,30,47,118,118,121,153,127,137,155,159,187,212,259,273,188,130,80,61,44,25,2668,18,273,,
53,0050,05/06/2020,N,34,33,27,35,58,77,148,215,228,312,323,320,338,339,348,377,363,309,239,180,140,103,75,67,4688,16,377,,
53,0050,05/06/2020,S,44,34,45,57,94,147,269,298,345,325,399,369,433,495,471,426,435,397,330,259,219,148,115,70,6224,14,495,,
60,0051,05/06/2020,N,10,2,4,10,12,24,41,54,59,96,87,103,106,109,135,153,177,185,108,72,56,33,33,26,1695,18,185,,
60,0051,05/06/2020,S,2,7,5,16,25,112,148,163,114,102,113,111,112,99,101,112,130,102,74,62,43,36,17,11,1817,08,163,,
50,0054,05/06/2020,N,31,13,13,15,19,46,74,127,143,141,154,148,167,179,209,219,256,312,215,158,102,77,57,33,2908,18,312,,
50,0054,05/06/2020,S,24,15,7,31,28,93,238,274,167,131,156,181,161,173,185,192,189,198,150,103,105,82,35,26,2944,08,274,,
49,0060,05/06/2020,E,4,3,4,2,17,16,47,66,84,87,94,95,115,104,107,133,110,135,74,64,42,22,15,3,1443,18,135,,
49,0060,05/06/2020,W,7,8,4,1,12,28,54,91,97,96,114,102,90,108,111,117,118,107,82,55,32,26,14,12,1486,17,118,,
72,0062,05/06/2020,E,91,59,35,34,39,127,489,828,918,992,1012,1061,1188,1139,1170,1229,1275,1411,1060,723,555,347,222,133,16137,18,1411,,
72,0062,05/06/2020,W,131,69,44,28,39,128,395,747,786,762,864,1082,1218,1084,1099,1232,1258,1229,1059,954,819,405,274,176,15882,17,1258,,
92,0065,05/06/2020,E,29,30,26,23,58,221,412,332,304,302,315,325,319,334,292,273,328,281,230,150,126,90,56,35,4891,07,412,,
92,0065,05/06/2020,W,43,36,19,23,41,151,229,253,223,239,215,266,243,271,321,355,424,460,320,276,186,142,67,53,4856,18,460,,
15,0066,05/06/2020,N,33,15,16,16,13,41,93,215,285,316,392,462,502,452,516,552,539,471,396,394,350,158,81,46,6354,16,552,,
15,0066,05/06/2020,S,23,15,20,15,16,32,150,265,359,382,436,503,540,607,548,532,528,563,509,442,266,159,96,42,7048,14,607,,
04,0068,05/06/2020,E,7,7,4,14,13,40,91,118,128,126,120,140,127,161,171,156,198,226,162,104,65,61,28,28,2295,18,226,,
04,0068,05/06/2020,W,10,10,5,17,29,113,270,212,170,151,135,153,154,138,160,154,129,136,90,57,66,27,20,20,2426,07,270,,
14,0079,05/06/2020,N,57,39,32,46,94,192,338,352,320,339,371,435,473,458,517,589,623,647,475,345,259,140,120,79,7340,18,647,,
14,0079,05/06/2020,S,44,33,40,70,98,242,426,497,442,424,411,387,454,424,450,512,544,442,414,292,217,111,115,56,7145,17,544,,
10,0080,05/06/2020,E,38,21,17,21,39,118,247,292,290,325,370,339,371,398,426,456,556,520,371,291,218,121,100,60,6005,17,556,,
10,0080,05/06/2020,W,43,26,26,37,78,221,443,388,332,390,390,369,399,416,420,433,447,447,329,258,207,145,79,42,6365,17,447,,
15,0086,05/06/2020,E,57,51,34,38,52,222,582,730,613,601,566,618,644,658,726,778,816,812,630,513,339,254,170,98,10602,17,816,,
15,0086,05/06/2020,W,50,35,41,29,49,180,463,744,702,600,641,652,744,738,789,942,945,858,691,413,302,202,167,99,11076,17,945,,
93,0087,05/06/2020,E,5,3,5,10,7,41,183,564,683,600,474,454,453,454,421,414,355,314,267,194,79,54,28,19,6081,09,683,,
93,0087,05/06/2020,W,17,5,8,2,7,11,57,178,290,380,469,524,556,582,645,821,818,536,407,308,266,92,37,27,7043,16,821,,
03,0094,05/06/2020,E,62,41,33,22,35,78,323,651,790,898,1097,1242,1341,1328,1407,1543,1672,1481,976,722,670,394,245,136,17187,17,1672,,
03,0094,05/06/2020,W,49,32,23,40,104,311,889,1347,1257,1244,1368,1360,1461,1441,1382,1209,1169,975,792,578,412,254,175,76,17948,13,1461,,
87,0096,05/06/2020,N,139,89,56,88,178,376,661,749,686,585,602,603,703,707,772,970,902,910,713,555,463,393,277,212,12389,16,970,,
87,0096,05/06/2020,S,130,80,54,62,109,245,552,591,543,528,599,635,647,638,765,1002,1381,1224,650,421,369,294,239,175,11933,17,1381,,
93,0101,05/06/2020,E,124,69,66,97,195,564,1493,2121,1921,1785,1902,1932,2022,1976,1882,2084,2142,1990,1462,1051,743,470,326,212,28629,17,2142,,
93,0101,05/06/2020,W,182,100,70,95,152,447,1155,1546,1732,1541,1636,1805,1956,1989,2097,2248,2537,2634,1843,1220,868,513,377,280,29023,18,2634,,
77,0102,05/06/2020,N,89,59,34,41,54,180,396,589,628,704,871,1011,1136,1216,1093,1155,1297,1297,1093,836,623,376,248,171,15197,17,1297,,
77,0102,05/06/2020,S,75,64,56,50,87,245,656,838,808,850,854,1078,1161,1100,1030,1043,1076,1112,908,752,509,382,217,153,15104,13,1161,,
75,0104,05/06/2020,E,64,42,28,39,81,336,598,604,568,537,628,718,723,739,856,860,957,958,692,484,402,254,214,111,11493,18,958,,
75,0104,05/06/2020,W,59,39,45,44,71,327,502,605,576,540,582,646,656,655,665,843,829,959,725,525,431,272,199,100,10895,18,959,,
76,0105,05/06/2020,N,42,23,26,49,127,365,743,789,700,624,623,609,591,603,573,524,543,495,321,280,193,151,90,53,9137,08,789,,
76,0105,05/06/2020,S,48,39,26,30,36,91,233,311,377,431,535,538,668,655,675,739,883,983,678,424,310,228,138,81,9157,18,983,,
87,0108,05/06/2020,E,171,101,60,54,133,563,1866,2531,2313,1791,1570,1498,1483,1497,1703,1496,1381,1636,1524,1096,823,624,558,270,26742,08,2531,,
87,0108,05/06/2020,W,187,99,58,74,67,210,658,1217,1288,1434,1479,1572,1672,1792,2355,2938,2972,2169,1417,1265,940,698,496,421,27478,17,2972,,
32,0112,05/06/2020,N,352,275,223,242,251,323,460,622,758,955,1065,1160,1130,1155,1100,983,886,894,791,673,602,458,411,381,16150,12,1160,,
32,0112,05/06/2020,S,322,265,286,290,314,367,494,488,551,639,672,676,751,847,892,967,1055,960,811,635,675,523,408,371,14259,17,1055,,
70,0113,05/06/2020,E,80,52,34,52,71,165,514,986,1150,1216,1246,1433,1457,1430,1355,1317,1450,1280,885,678,416,284,208,134,17893,13,1457,,
70,0113,05/06/2020,W,115,63,46,39,82,165,535,913,978,1094,1243,1436,1552,1548,1582,1690,1692,1673,1088,832,691,428,318,196,19999,17,1692,,
70,0114,05/06/2020,N,31,21,61,34,52,132,443,610,523,452,474,526,508,532,547,670,604,547,329,233,217,133,89,57,7825,16,670,,
70,0114,05/06/2020,S,21,21,17,26,73,250,383,448,447,467,406,503,528,529,535,708,703,669,431,253,186,113,62,52,7831,16,708,,
34,0116,05/06/2020,N,36,11,10,18,23,66,128,178,238,314,371,366,491,447,437,477,501,443,322,252,184,125,90,49,5577,17,501,,
34,0116,05/06/2020,S,35,15,18,28,50,105,203,325,349,374,385,423,465,415,379,417,342,343,254,195,148,97,64,25,5454,13,465,,
53,0117,05/06/2020,E,25,27,13,20,28,102,227,371,401,463,549,659,615,607,598,654,554,473,369,292,238,115,69,93,7562,12,659,,
53,0117,05/06/2020,W,19,17,20,15,31,96,261,440,430,455,509,671,657,591,611,616,566,478,357,275,257,119,93,53,7637,12,671,,
36,0118,05/06/2020,N,106,113,71,85,153,287,533,671,726,774,793,819,891,826,957,946,1032,1016,766,491,424,320,225,191,13216,17,1032,,
36,0118,05/06/2020,S,105,129,88,119,181,369,675,897,750,698,703,792,781,807,897,836,753,817,699,537,389,253,215,153,12643,08,897,,
57,0122,05/06/2020,E,34,25,22,36,80,199,309,498,454,430,430,435,454,479,468,535,543,499,389,295,223,145,96,71,7149,17,543,,
57,0122,05/06/2020,W,41,17,27,24,48,149,300,310,335,356,413,440,490,500,510,599,712,700,421,323,254,193,103,53,7318,17,712,,
75,0130,05/06/2020,E,424,289,222,318,625,1515,2975,3003,2797,2496,2365,2445,2494,2552,2544,3002,2772,2823,2290,1597,1227,1027,782,559,43143,08,3003,,
75,0130,05/06/2020,W,430,329,315,302,470,910,1608,2916,2059,2101,2207,2379,2551,2712,2790,3330,3558,3519,2766,1946,1512,1249,1023,642,43624,17,3558,,
79,0133,05/06/2020,N,221,160,140,170,188,359,813,1193,1178,1095,1073,1076,1123,1138,1156,1143,1175,1144,875,596,487,390,310,227,17430,08,1193,,
79,0133,05/06/2020,S,186,154,142,157,164,474,597,764,773,876,912,920,1019,1026,1084,1268,1402,1349,900,717,519,405,317,247,16372,17,1402,,
70,0134,05/06/2020,N,197,164,132,121,176,429,931,968,935,883,1012,956,942,964,1018,1050,1072,1080,801,621,469,386,329,279,15915,18,1080,,
70,0134,05/06/2020,S,193,135,153,153,254,348,637,806,786,836,818,892,845,894,1034,1061,1144,1055,872,674,515,353,312,228,14998,17,1144,,
87,0137,05/06/2020,E,535,352,312,337,685,2034,3981,4184,4006,3481,3529,3488,3663,3867,3926,4336,4280,4178,3232,2460,2066,1614,1284,916,62746,16,4336,,
87,0137,05/06/2020,W,456,337,296,437,847,2085,3542,3737,3505,3243,3292,3474,3771,3971,4229,4532,2118,4542,3435,2540,2176,1679,1176,781,60201,18,4542,,
88,0139,05/06/2020,E,32,24,25,36,47,61,135,169,128,180,157,168,162,164,162,143,166,173,137,101,77,60,52,38,2597,10,180,,
88,0139,05/06/2020,W,20,23,15,19,28,58,136,145,157,161,150,149,172,169,178,170,193,182,137,97,79,60,41,27,2566,17,193,,
93,0140,05/06/2020,E,17,8,9,13,36,173,306,249,167,177,142,147,169,187,169,214,196,211,138,94,73,63,29,29,3016,07,306,,
93,0140,05/06/2020,W,25,20,17,16,33,121,188,201,182,169,206,155,155,158,196,236,263,285,168,91,58,38,25,25,3031,18,285,,
03,0143,05/06/2020,N,48,25,46,41,161,409,589,403,363,293,362,386,416,434,481,506,638,639,391,321,251,191,99,63,7556,18,639,,
03,0143,05/06/2020,S,30,29,31,33,118,225,550,641,503,328,362,370,438,410,416,609,537,534,493,369,307,178,96,63,7670,08,641,,
94,0144,05/06/2020,E,17,11,1,6,11,44,83,83,92,73,93,103,98,70,105,107,129,149,75,37,32,18,30,11,1478,18,149,,
94,0144,05/06/2020,W,20,2,1,2,12,45,159,141,115,90,92,79,121,102,88,83,98,96,71,40,23,16,13,10,1519,07,159,,
04,0145,05/06/2020,N,33,22,20,41,54,106,223,233,249,254,303,294,319,300,290,313,317,304,228,161,136,84,53,42,4379,13,319,,
04,0145,05/06/2020,S,36,34,43,34,70,181,263,281,297,269,230,299,296,293,269,272,282,230,186,141,99,58,49,53,4265,12,299,,
13,0146,05/06/2020,E,10,8,6,8,18,25,77,109,138,156,173,173,201,226,228,247,275,307,203,133,120,75,50,31,2997,18,307,,
13,0146,05/06/2020,W,12,6,5,10,30,102,226,249,192,181,174,210,179,193,211,186,180,176,133,85,96,51,23,12,2922,08,249,,
33,0149,05/06/2020,N,11,5,3,10,27,37,103,115,119,122,111,123,173,121,137,134,134,138,97,74,45,20,21,10,1890,13,173,,
33,0149,05/06/2020,S,13,6,8,13,19,31,63,103,97,126,97,98,134,145,131,135,163,129,132,85,65,43,26,10,1872,17,163,,
55,0151,05/06/2020,E,99,55,60,37,32,56,195,434,457,451,485,600,817,753,707,730,821,883,626,517,404,282,191,108,9800,18,883,,
55,0151,05/06/2020,W,83,49,37,29,40,59,263,536,484,383,398,479,611,624,583,544,635,643,498,413,383,286,168,117,8345,18,643,,
61,0152,05/06/2020,E,102,88,82,86,115,186,302,359,379,484,531,510,488,410,343,403,425,342,305,270,285,270,273,182,7220,11,531,,
61,0152,05/06/2020,W,103,81,97,98,126,215,315,381,429,391,440,478,507,511,562,607,543,433,370,341,244,199,145,124,7740,16,607,,
75,0154,05/06/2020,N,163,121,84,82,174,379,633,891,900,785,897,965,1178,1114,1202,1325,1345,1374,1082,837,712,548,431,272,17494,18,1374,,
75,0154,05/06/2020,S,113,93,106,150,313,625,1114,1142,989,864,957,1104,1243,1228,1225,1211,1342,1431,1080,884,702,549,322,196,18983,18,1431,,
48,0156,05/06/2020,E,173,109,120,130,244,537,1048,1335,1125,1041,1086,1023,1102,1136,1115,1185,1232,1036,788,564,461,356,254,203,17403,08,1335,,
48,0156,05/06/2020,W,141,129,119,140,246,414,821,951,884,995,986,996,840,868,905,1097,1291,1294,816,655,598,494,462,367,16509,18,1294,,
72,0161,05/06/2020,E,135,103,60,69,95,222,562,956,881,909,969,1015,1118,1063,1114,1438,1385,1375,982,674,593,413,286,202,16619,16,1438,,
72,0161,05/06/2020,W,117,89,60,65,115,325,918,1107,1016,915,857,973,1046,1108,1030,1196,1138,1135,877,627,511,328,265,168,15986,16,1196,,
10,0162,05/06/2020,E,88,63,56,52,77,193,412,598,606,636,704,758,776,736,841,960,999,912,561,472,374,315,223,172,11584,17,999,,
10,0162,05/06/2020,W,87,59,80,91,195,414,890,951,896,757,720,785,738,795,812,784,829,760,536,455,396,277,216,123,12646,08,951,,
90,0164,05/06/2020,N,17,13,14,22,52,136,211,409,492,455,456,443,510,450,496,701,760,699,395,280,194,167,102,44,7518,17,760,,
90,0164,05/06/2020,S,24,23,34,37,109,315,658,836,586,451,447,419,421,434,432,429,420,438,394,243,137,120,75,45,7527,08,836,,
90,0165,05/06/2020,N,81,50,38,40,53,138,380,731,747,816,860,968,1133,1068,1115,1133,1341,1163,834,647,550,360,212,155,14613,17,1341,,
90,0165,05/06/2020,S,65,29,34,27,68,145,478,1121,1123,965,872,863,1078,964,854,895,904,826,655,562,425,293,186,113,13545,09,1123,,
46,0166,05/06/2020,E,19,12,6,11,14,27,125,209,239,315,308,414,447,347,390,391,389,373,326,271,206,112,93,55,5099,13,447,,
46,0166,05/06/2020,W,29,14,10,10,17,32,142,265,238,322,377,432,458,429,431,420,466,419,370,399,297,203,109,62,5951,17,466,,
57,0167,05/06/2020,E,72,34,46,61,257,948,1538,1554,1309,1121,959,1008,1087,1121,1018,1026,1012,985,855,593,457,350,209,138,17758,08,1554,,
57,0167,05/06/2020,W,102,73,38,50,63,165,357,554,627,674,857,978,1193,1185,1501,1857,1975,1867,1193,780,568,421,294,204,17576,17,1975,,
79,0170,05/06/2020,E,37,21,24,26,59,160,194,293,316,328,323,329,396,390,399,522,572,620,376,243,181,109,82,57,6057,18,620,,
79,0170,05/06/2020,W,18,29,24,41,80,219,443,588,433,369,365,321,376,366,355,380,454,367,240,157,115,83,52,39,5914,08,588,,
72,0171,05/06/2020,N,490,389,316,379,533,1450,3329,3961,3409,3230,3177,3115,3362,3371,3462,3631,3582,3439,2788,2004,1613,1170,960,694,53854,08,3961,,
72,0171,05/06/2020,S,504,366,315,335,477,1270,2931,3449,3129,2911,2894,2932,3079,3237,3427,3904,4147,3984,2693,2136,1547,1307,970,764,52708,17,4147,,
72,0172,05/06/2020,N,107,78,47,55,121,295,817,899,864,800,814,927,995,957,939,935,935,953,835,654,505,326,271,159,14288,13,995,,
72,0172,05/06/2020,S,156,96,64,50,55,105,284,515,638,750,845,964,1086,1112,1148,1422,1449,1464,1042,826,677,455,350,255,15808,18,1464,,
47,0173,05/06/2020,E,15,13,11,22,83,153,171,196,222,239,285,362,284,342,343,379,407,336,229,171,133,88,49,25,4558,17,407,,
47,0173,05/06/2020,W,15,15,8,25,92,163,271,289,335,291,336,328,277,306,342,308,336,271,219,123,98,56,32,26,4562,15,342,,
93,0174,05/06/2020,N,563,350,296,368,691,1708,4731,6650,4280,5036,4135,4174,4457,4656,4558,5238,5807,5418,3835,2671,2138,1523,1185,855,75323,08,6650,,
93,0174,05/06/2020,S,576,389,317,391,579,1485,3474,5054,4664,4024,3933,4168,4451,4652,4853,6108,6720,6390,4134,3070,2448,1762,1307,1000,75949,17,6720,,
75,0175,05/06/2020,N,115,90,76,105,153,400,904,1046,1011,1034,1003,1097,1205,1141,1166,1243,1146,1141,872,685,449,306,245,151,16784,16,1243,,
75,0175,05/06/2020,S,124,73,58,93,149,364,707,903,874,898,963,1080,1194,1180,1208,1330,1368,1273,964,797,580,397,321,198,17096,17,1368,,
86,0176,05/06/2020,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0,,
86,0176,05/06/2020,S,124,94,67,45,92,113,270,363,473,467,592,574,716,676,683,616,725,724,649,542,501,347,251,154,9858,17,725,,
11,0177,05/06/2020,E,94,42,45,63,108,258,568,863,967,951,1082,1197,1163,1168,1208,1311,1460,1368,786,598,409,228,200,137,16274,17,1460,,
11,0177,05/06/2020,W,86,55,40,65,101,304,770,1088,1062,998,1009,1096,1129,1153,1129,1163,1213,1076,688,519,387,279,199,137,15746,17,1213,,
87,0178,05/06/2020,N,142,84,62,66,158,765,1550,1724,1681,1533,1479,1497,1478,1450,1513,1532,1506,1524,1280,1146,911,614,484,262,24441,08,1724,,
87,0178,05/06/2020,S,205,95,84,78,86,298,918,1248,1361,1329,1326,1475,1598,1643,1782,1926,2085,2087,1636,1166,870,696,506,373,24871,18,2087,,
13,0180,05/06/2020,N,65,35,32,43,56,197,653,664,734,736,857,931,1025,944,1040,1102,1187,1190,703,618,456,282,162,114,13826,18,1190,,
13,0180,05/06/2020,S,51,34,32,31,97,241,654,988,926,911,947,937,928,953,980,977,1009,971,756,521,330,239,163,89,13765,17,1009,,
17,0181,05/06/2020,N,31,12,20,16,58,167,435,827,873,856,939,1029,1133,1014,950,920,862,768,630,431,286,187,97,57,12598,13,1133,,
17,0181,05/06/2020,S,38,26,25,22,36,87,199,396,550,734,851,1022,1001,1000,1088,1148,1094,1014,652,511,418,234,125,64,12335,16,1148,,
74,0182,05/06/2020,E,39,43,37,36,89,217,496,636,667,586,655,623,653,654,633,675,735,760,474,350,214,143,107,82,9604,18,760,,
74,0182,05/06/2020,W,54,34,48,48,118,299,574,600,532,489,553,593,625,673,693,753,828,829,501,394,327,231,155,101,10052,18,829,,
15,0183,05/06/2020,N,141,81,67,77,177,565,1434,1523,1385,1182,1184,1141,1297,1281,1290,1430,1532,1457,1138,718,617,466,274,229,20686,17,1532,,
15,0183,05/06/2020,S,153,89,78,87,169,515,1226,1371,1354,1147,1135,1207,1191,1223,1326,1612,1863,1763,1112,762,638,412,343,238,21014,17,1863,,
12,0184,05/06/2020,N,244,134,163,169,302,712,1537,2009,1997,1923,2020,2223,2380,2548,2927,3818,4089,3825,2430,1551,1070,797,608,412,39888,17,4089,,
12,0184,05/06/2020,S,170,114,132,249,519,1623,4238,4363,3468,2721,2353,2243,2275,2123,2171,2170,2176,2110,1519,1005,755,645,462,298,39902,08,4363,,
26,0185,05/06/2020,N,81,69,55,78,69,174,519,663,601,592,596,751,756,782,827,933,1032,870,671,530,474,279,237,170,11809,17,1032,,
26,0185,05/06/2020,S,83,73,58,43,107,190,516,751,680,561,634,672,716,729,676,788,811,822,695,510,414,303,196,140,11168,18,822,,
87,0188,05/06/2020,E,66,41,25,54,97,434,1033,1149,1201,979,932,867,913,860,841,693,742,699,712,473,418,303,235,111,13878,09,1201,,
87,0188,05/06/2020,W,92,38,44,31,36,99,278,480,531,614,718,784,886,924,955,1126,1170,1185,877,797,577,433,298,190,13163,18,1185,,
71,0189,05/06/2020,N,61,43,53,63,191,504,946,1235,1151,1120,1133,1244,1272,1139,1304,1346,1284,1289,866,585,396,292,145,99,17761,16,1346,,
71,0189,05/06/2020,S,95,63,53,45,137,285,734,891,903,911,1014,1134,1257,1191,1331,1481,1646,1572,1140,730,542,342,236,137,17870,17,1646,,
14,0190,05/06/2020,N,359,266,185,263,442,896,1880,2211,2238,2215,2386,2278,2333,2364,2545,3081,3345,3131,2166,1519,1130,899,688,462,39282,17,3345,,
14,0190,05/06/2020,S,334,258,266,343,552,1554,2873,2824,2492,2213,2080,1986,2124,2163,2069,2290,2316,2210,1943,1291,1055,864,685,500,37285,07,2873,,
03,0191,05/06/2020,N,173,113,94,145,268,577,1437,1916,1840,1712,1670,1876,1856,1977,2263,2938,2958,2823,1701,1105,778,655,425,231,31531,17,2958,,
03,0191,05/06/2020,S,152,93,98,132,250,805,2942,3353,2875,2142,1857,1819,1868,1853,1940,1901,1977,2104,1426,907,724,504,373,280,32375,08,3353,,
46,0192,05/06/2020,E,2,3,1,6,17,35,85,94,73,67,65,77,93,88,89,99,133,142,90,60,27,26,12,16,1400,18,142,,
46,0192,05/06/2020,W,2,3,4,8,28,95,120,77,73,76,78,73,90,78,86,99,87,86,52,36,26,23,9,3,1312,07,120,,
87,0193,05/06/2020,E,50,34,17,13,71,260,740,973,1006,802,640,561,583,541,546,474,488,498,447,305,227,152,114,64,9606,09,1006,,
87,0193,05/06/2020,W,76,40,19,23,26,60,149,357,411,439,467,590,630,715,858,1015,1179,1040,765,503,353,240,150,130,10235,17,1179,,
94,0195,05/06/2020,E,16,9,12,9,22,67,191,199,161,172,181,180,186,182,161,172,181,183,131,106,80,46,35,15,2697,08,199,,
94,0195,05/06/2020,W,19,9,10,6,31,66,158,175,156,162,157,124,161,161,184,185,221,207,146,89,69,58,27,19,2600,17,221,,
77,0197,05/06/2020,E,105,76,64,94,100,287,924,1172,1238,1057,1106,1176,1241,1290,1223,1244,1345,1398,1009,667,527,384,256,180,18163,18,1398,,
77,0197,05/06/2020,W,100,69,39,40,88,252,537,859,939,991,853,1032,1079,1015,1061,1095,1205,1265,917,698,447,330,240,147,15298,18,1265,,
93,0198,05/06/2020,N,689,426,292,308,498,1148,3116,4569,4580,3875,3853,4102,4484,4542,4908,6350,7290,6893,4825,3134,2465,1933,1385,1073,76738,17,7290,,
93,0198,05/06/2020,S,571,391,335,422,695,2413,5961,6957,5989,4562,4235,4267,4439,4375,4530,4833,5200,4886,3633,2700,2234,1650,1378,928,77584,08,6957,,
14,0199,05/06/2020,N,190,151,99,79,152,283,631,1063,1286,1414,1467,1606,1778,1825,1879,2118,2304,2259,1680,1186,863,729,471,381,25894,17,2304,,
14,0199,05/06/2020,S,168,137,97,125,297,754,1488,1817,1614,1508,1699,1606,1740,1852,1703,1660,1695,1652,1325,992,797,546,450,245,25967,14,1852,,
32,0202,05/06/2020,N,11,6,1,1,5,19,26,27,34,12,51,35,37,36,34,53,33,48,27,18,24,12,6,8,564,16,53,,
32,0202,05/06/2020,S,6,4,2,5,16,11,39,34,34,27,22,22,23,31,28,23,23,34,38,16,17,15,8,3,481,07,39,,
12,0203,05/06/2020,E,120,75,56,98,197,503,1109,1296,1158,1181,1278,1407,1601,1609,1686,1832,1964,1794,1225,858,673,440,285,226,22671,17,1964,,
12,0203,05/06/2020,W,121,74,51,83,132,452,1205,1812,1673,1405,1411,1396,1518,1562,1496,1524,1632,1424,1031,720,537,425,278,171,22133,08,1812,,
75,0204,05/06/2020,E,193,180,167,190,329,714,1232,1429,1206,1289,1320,1430,1489,1487,1630,2044,2328,2167,1423,954,743,537,410,278,25169,17,2328,,
75,0204,05/06/2020,W,156,181,239,339,571,1019,1973,2258,1899,1667,1421,1524,1512,1524,1602,1608,1678,1556,1154,884,665,526,393,269,26618,08,2258,,
55,0207,05/06/2020,N,21,16,10,8,4,14,38,118,191,198,189,229,268,288,275,290,344,389,289,187,120,81,52,31,3650,18,389,,
55,0207,05/06/2020,S,14,4,7,7,6,32,126,275,284,264,215,213,261,285,242,240,218,225,185,153,96,88,41,15,3496,14,285,,
55,0211,05/06/2020,E,12,7,5,12,14,57,269,319,220,158,155,164,162,162,142,148,149,142,126,100,83,65,35,13,2719,08,319,,
55,0211,05/06/2020,W,14,8,9,6,11,27,66,111,130,120,155,148,135,171,185,239,290,349,201,136,81,60,24,21,2697,18,349,,
86,0214,05/06/2020,E,167,106,81,111,199,618,1368,1730,1537,1298,1232,1206,1321,1289,1334,1257,1323,1280,1061,861,698,503,430,264,21274,08,1730,,
86,0214,05/06/2020,W,209,125,92,70,90,187,380,694,792,765,825,1048,1148,1146,1218,1564,1825,1784,1256,1032,868,623,505,380,18626,17,1825,,
