COUNTY,SITE,BEGDATE,DIR,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,TOTVOL,PEAKHR,PEAKVOL,TYPE,TRUCKS
93,0010,05/26/2020,N,50,29,17,10,11,30,160,457,638,737,734,751,882,885,907,930,1045,974,639,435,325,237,156,129,11168,17,1045,,
93,0010,05/26/2020,S,52,29,21,12,28,58,253,495,758,773,658,808,794,848,793,906,943,852,594,421,342,238,138,102,10916,17,943,,
87,0031,05/26/2020,E,140,104,76,57,132,373,1144,1721,1711,1645,1483,1373,1440,1498,1457,1235,1286,1188,864,727,553,486,429,251,21373,08,1721,,
87,0031,05/26/2020,W,211,109,81,57,74,190,416,784,1061,1109,1340,1431,1608,1576,1829,2107,2204,1783,1100,723,660,528,436,400,21817,17,2204,,
29,0037,05/26/2020,E,17,14,8,15,41,93,158,276,267,232,244,220,227,219,252,235,226,238,182,95,57,48,26,18,3408,08,276,,
29,0037,05/26/2020,W,17,12,17,10,18,53,107,175,167,157,223,238,248,258,279,331,313,382,243,156,112,75,62,31,3684,18,382,,
75,0038,05/26/2020,E,96,51,53,68,159,457,933,1234,1177,1153,1247,1370,1312,1322,1299,1359,1429,1361,1044,772,560,421,246,161,19284,17,1429,,
75,0038,05/26/2020,W,124,86,80,92,109,246,606,774,885,926,1008,1173,1409,1337,1451,1615,1729,1737,1409,998,783,505,354,208,19644,18,1737,,
07,0039,05/26/2020,E,28,22,23,56,129,230,427,513,468,442,456,485,469,516,472,617,763,824,527,338,224,127,72,43,8271,18,824,,
07,0039,05/26/2020,W,39,19,27,41,118,515,678,653,454,483,479,503,535,493,511,528,526,575,401,288,193,107,66,61,8293,07,678,,
26,0043,05/26/2020,N,15,8,10,13,15,41,78,129,117,157,194,208,247,218,290,330,389,459,243,184,121,84,54,34,3638,18,459,,
26,0043,05/26/2020,S,9,5,9,14,50,100,327,416,327,259,277,246,203,224,216,187,222,182,140,114,64,58,37,32,3718,08,416,,
02,0044,05/26/2020,N,45,30,26,33,86,184,437,692,721,704,737,789,816,738,770,749,698,648,500,345,214,161,100,77,10300,13,816,,
02,0044,05/26/2020,S,30,20,20,37,74,184,279,438,437,487,523,598,627,600,634,596,688,747,459,319,243,162,90,73,8365,18,747,,
74,0047,05/26/2020,N,23,15,19,16,40,89,112,207,217,206,257,296,304,260,295,311,343,339,242,166,145,96,68,53,4119,17,343,,
74,0047,05/26/2020,S,19,14,17,34,74,190,233,244,217,227,270,259,302,268,302,295,312,252,237,155,120,94,62,38,4235,17,312,,
48,0048,05/26/2020,E,16,10,8,10,48,138,260,280,245,220,230,224,258,245,267,281,280,266,185,114,105,67,41,27,3825,16,281,,
48,0048,05/26/2020,W,16,7,7,9,29,54,113,124,116,126,140,146,177,183,196,266,281,253,150,120,76,46,42,23,2700,17,281,,
53,0050,05/26/2020,N,50,31,28,35,60,103,210,319,379,487,575,654,518,492,420,422,426,341,261,188,137,98,84,67,6385,12,654,,
53,0050,05/26/2020,S,54,45,49,54,101,187,289,346,332,404,416,511,512,579,579,480,420,418,306,270,181,163,126,87,6909,14,579,,
60,0051,05/26/2020,N,7,6,4,12,25,46,60,120,107,164,180,228,162,147,175,196,229,196,100,69,51,42,15,16,2357,17,229,,
60,0051,05/26/2020,S,8,4,8,14,34,124,145,202,112,131,103,102,127,114,121,134,98,94,71,49,36,16,22,19,1888,08,202,,
